eventId,eventName,localTxtPath,pathExists,fileSizeBytes,lineCount,expectedIdentifiers,matchedIdentifiers,missingIdentifiers,integrityStatus,riskLevel,recommendedAction
TXT-041,HELIKOPTER-SERVICE-FLIGHT-451-EUROCOPTER-AS,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.txt,YES,95891,1851,451|eurocopter|helikopter|helikopter-service-flight-451-eurocopter-as|other|service|txt-041,eurocopter|other|service,451|helikopter|helikopter-service-flight-451-eurocopter-as|txt-041,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-078,KEGWORTH-GOBME-AAIB-4-1990,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/KEGWORTH-GOBME-AAIB-4-1990.txt,YES,4004,229,1990|aaib|gobme|kegworth|kegworth-gobme-aaib-4-1990|other|txt-078,1990|kegworth|other,aaib|gobme|kegworth-gobme-aaib-4-1990|txt-078,OCR_TOO_POOR_TO_VALIDATE,MEDIUM,Improve OCR/text quality before use
TXT-018,KOREAN-801,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/KOREAN-801-NTSB-AAR0001.txt,YES,571406,10317,801|aar0001|korean|korean-801|other|txt-018,801|korean|other,aar0001|korean-801|txt-018,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-018,KOREAN-801,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/5__2000__NTSB-USA__Boeing-747-300__Controlled-Flight-Into-Terrain-Korean-Air-Fl.txt,YES,607074,9332,801|korean|korean-801|other|txt-018,801|korean,korean-801|other|txt-018,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-050,LEARJET-35A-N47BA-CFIT-NEAR-ABERDEEN-SD-199,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,YES,244740,3852,199|35a|aberdeen|cfit|learjet|learjet-35a-n47ba-cfit-near-aberdeen-sd-199|n47ba|near|other|txt-050,199|other,35a|aberdeen|cfit|learjet|learjet-35a-n47ba-cfit-near-aberdeen-sd-199|n47ba|near|txt-050,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-062,NTSB-AAR-86-05-DELTA-191,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.txt,YES,167,1,191|aar|aar-86-05|delta|l-1011|ntsb|ntsb-aar-86-05-delta-191|other|txt-062,,191|aar|aar-86-05|delta|l-1011|ntsb|ntsb-aar-86-05-delta-191|other|txt-062,WRONG_EVENT_SUSPECTED,HIGH,Potential misattribution; run manual header check
TXT-082,REAL-EVENT-0016-MULTI-EVENT-PACKET,docs/sera-vnext/source-corpus/txt-events/pdf24_merged.txt,YES,704652,16192,0016|multi|other|packet|real|real-event-0016-multi-event-packet|txt-082,other,0016|multi|packet|real|real-event-0016-multi-event-packet|txt-082,JOURNALISM_NOT_REPORT,HIGH,Journalism path; keep out of event evidence lane
TXT-053,RL-2020-06E-HELICOPTER-EMERGENCY-MEDICAL-SE,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.txt,YES,47989,986,06e|2020|emergency|helicopter|medical|other|rl-2020-06e-helicopter-emergency-medical-se|txt-053,06e|2020|helicopter|other,emergency|medical|rl-2020-06e-helicopter-emergency-medical-se|txt-053,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-059,RL-2022-06E-HELICOPTER-ACCIDENT-SWEDEN-SHK,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.txt,YES,87044,1607,06e|2022|helicopter|other|rl-2022-06e-helicopter-accident-sweden-shk|shk|sweden|txt-059,06e|2022|helicopter|other|shk|sweden,rl-2022-06e-helicopter-accident-sweden-shk|txt-059,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-002,RUNWAY-OVERRUN-AND-FIRE-AIR-FRANCE-FLIGHT-35,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/10__2007__TSB-Canada__Airbus-A340-313__Runway-Overrun-and-Fire-Air-France-Flight-35.txt,YES,457,16,air|fire|france|other|overrun|runway|runway-overrun-and-fire-air-france-flight-35|txt-002,,air|fire|france|other|overrun|runway|runway-overrun-and-fire-air-france-flight-35|txt-002,OCR_TOO_POOR_TO_VALIDATE,MEDIUM,Improve OCR/text quality before use
TXT-057,SHK-2023-10E-HELICOPTER-ACCIDENT-AT-ENKOPIN,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.txt,YES,66084,1287,10e|2023|enk|helicopter|other|pin|shk|shk-2023-10e-helicopter-accident-at-enkopin|txt-057,10e|2023|helicopter|other|pin|shk,enk|shk-2023-10e-helicopter-accident-at-enkopin|txt-057,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-052,SHK-2025-18E-HELICOPTER-ACCIDENT-SWEDEN-AU,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-49__2025__SHK-Sweden__Helicopter-likely-EC-series__SHK-2025-18e-Helicopter-accident-Sweden-au.txt,YES,47531,1029,18e|2025|helicopter|other|shk|shk-2025-18e-helicopter-accident-sweden-au|sweden|txt-052,18e|2025|helicopter|shk|sweden,other|shk-2025-18e-helicopter-accident-sweden-au|txt-052,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-036,SIKORSKY-S-61N-G-ASNL-OFFSHORE-ACCIDENT-11,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.txt,YES,3596,136,61n|asnl|g-asnl|offshore|other|s-61n|sikorsky|sikorsky-s-61n-g-asnl-offshore-accident-11|txt-036,61n|asnl|g-asnl|other|sikorsky,offshore|s-61n|sikorsky-s-61n-g-asnl-offshore-accident-11|txt-036,OCR_TOO_POOR_TO_VALIDATE,MEDIUM,Improve OCR/text quality before use
TXT-037,SIKORSKY-S-61N-G-BEON-BRITISH-AIRWAYS-HELIC,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-41__1984__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEON-British-Airways-Helic.txt,YES,4002,140,61n|airways|beon|british|g-beon|helic|other|s-61n|sikorsky|sikorsky-s-61n-g-beon-british-airways-helic|txt-037,61n|beon|g-beon|other|s-61n|sikorsky,airways|british|helic|sikorsky-s-61n-g-beon-british-airways-helic|txt-037,OCR_TOO_POOR_TO_VALIDATE,MEDIUM,Improve OCR/text quality before use
TXT-048,SIKORSKY-S-61N-G-BEWL-BRENT-SPAR-EAST-SHET,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-42__1991__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEWL-Brent-Spar-East-Shet.txt,YES,3890,140,61n|bewl|brent|east|g-bewl|other|s-61n|shet|sikorsky|sikorsky-s-61n-g-bewl-brent-spar-east-shet|spar|txt-048,61n|bewl|brent|east|g-bewl|other|s-61n|shet|sikorsky|spar,sikorsky-s-61n-g-bewl-brent-spar-east-shet|txt-048,OCR_TOO_POOR_TO_VALIDATE,MEDIUM,Improve OCR/text quality before use
TXT-045,SIKORSKY-S-76A-OFFSHORE-CFIT-GULF-OF-MEXIC,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-29__2006__NTSB-USA__Sikorsky-S-76A__Sikorsky-S-76A-offshore-CFIT-Gulf-of-Mexic.txt,YES,11333,198,76a|cfit|gulf|mexic|offshore|other|s-76a|sikorsky|sikorsky-s-76a-offshore-cfit-gulf-of-mexic|txt-045,,76a|cfit|gulf|mexic|offshore|other|s-76a|sikorsky|sikorsky-s-76a-offshore-cfit-gulf-of-mexic|txt-045,WRONG_EVENT_SUSPECTED,HIGH,Potential misattribution; run manual header check
TXT-043,TAM-AIRLINES-FLIGHT-3054-AIRBUS-A320-233-PR,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-6__2009__CENIPA-Brazil__Airbus-A320-233__TAM-Airlines-Flight-3054-Airbus-A320-233-PR.txt,YES,377848,5861,233|3054|a320|airbus|airlines|other|tam|tam-airlines-flight-3054-airbus-a320-233-pr|txt-043,airbus|other,233|3054|a320|airlines|tam|tam-airlines-flight-3054-airbus-a320-233-pr|txt-043,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-064,TSB-A09A0016-COUGAR-S-92A,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/34__2011__TSB-Canada__Sikorsky-S-92A__TSB-A09A0016-Cougar-S-92A.txt,YES,509018,8048,92a|a09a0016|cougar|other|s-92a|tsb|tsb-a09a0016-cougar-s-92a|txt-064,92a|a09a0016|cougar|other|s-92a,tsb|tsb-a09a0016-cougar-s-92a|txt-064,DUPLICATE_PATH_SHARED,HIGH,Resolve alias ownership before gate-prep
TXT-063,TSB-A11H0002-FIRST-AIR-6560-RESOLUTE-BAY,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/9__2014__TSB-Canada__Boeing-737-210C__TSB-A11H0002-First-Air-6560-Resolute-Bay.txt,YES,537512,8999,6560|a11h0002|air|bay|first|other|resolute|tsb|tsb-a11h0002-first-air-6560-resolute-bay|txt-063,6560|a11h0002|air|bay|first|other|resolute|tsb,tsb-a11h0002-first-air-6560-resolute-bay|txt-063,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-068,TSB-A13H0001-ORNGE-S-76A-MOOSONEE,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/12__2016__TSB-Canada__Sikorsky-S-76A__TSB-A13H0001-Ornge-S-76A-Moosonee.txt,YES,584007,8876,76a|a13h0001|moosonee|ornge|other|s-76a|tsb|tsb-a13h0001-ornge-s-76a-moosonee|txt-068,76a|a13h0001|moosonee|other|s-76a|tsb,ornge|tsb-a13h0001-ornge-s-76a-moosonee|txt-068,DUPLICATE_PATH_SHARED,HIGH,Resolve alias ownership before gate-prep
TXT-060,TSB-A13W0070-BELL-206B-FORT-MCMURRAY,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/NEW50-24__2015__TSB-Canada__Bell-206B__TSB-A13W0070-Bell-206B-Fort-McMurray.txt,YES,18843,363,206b|a13w0070|bell|fort|mcmurray|other|tsb|tsb-a13w0070-bell-206b-fort-mcmurray|txt-060,206b|a13w0070|bell|fort|mcmurray|tsb,other|tsb-a13w0070-bell-206b-fort-mcmurray|txt-060,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-071,TSB-A15H0002-AIR-CANADA-A320-HALIFAX,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/8__2017__TSB-Canada__Airbus-A320-211__TSB-A15H0002-Air-Canada-A320-Halifax.txt,YES,236214,4009,a15h0002|a320|air|canada|halifax|other|tsb|tsb-a15h0002-air-canada-a320-halifax|txt-071,a15h0002|a320|air|canada|halifax|tsb,other|tsb-a15h0002-air-canada-a320-halifax|txt-071,DUPLICATE_PATH_SHARED,HIGH,Resolve alias ownership before gate-prep
TXT-070,TSB-A21C0038-AS350-GRIFFITH-ISLAND,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/27__2024__TSB-Canada__Airbus-AS350-B2__TSB-A21C0038-AS350-Griffith-Island.txt,YES,403104,5784,a21c0038|as350|griffith|island|other|tsb|tsb-a21c0038-as350-griffith-island|txt-070,a21c0038|as350|griffith|island|other|tsb,tsb-a21c0038-as350-griffith-island|txt-070,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-066,TSB-A21P0018-COLLISION-TERRAIN-BOWEN-ISLAND,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/42__2022__TSB-Canada__Bell-212__TSB-A21P0018-Collision-Terrain-Bowen-Island.txt,YES,98646,1492,a21p0018|bowen|collision|island|other|terrain|tsb|tsb-a21p0018-collision-terrain-bowen-island|txt-066,a21p0018|bowen|collision|island|other|terrain|tsb,tsb-a21p0018-collision-terrain-bowen-island|txt-066,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-006,TUROY-EC225,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/18__2018__AIBN-Norway__Airbus-EC225-LP__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-Norw.txt,YES,521802,8020,ec225|other|turoy|turoy-ec225|txt-006,other,ec225|turoy|turoy-ec225|txt-006,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Turoy path confirmed with source-chain caution
TXT-006,TUROY-EC225,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-23__2018__AIBN-Norway__Airbus-EC225-LP-Super-Puma__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-No.txt,YES,521802,8020,ec225|other|turoy|turoy-ec225|txt-006,other,ec225|turoy|turoy-ec225|txt-006,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Turoy path confirmed with source-chain caution
TXT-074,UPS-1354-NTSB-AAR1402,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/UPS-1354-NTSB-AAR1402.txt,YES,374171,8018,1354|aar1402|ntsb|other|txt-074|ups|ups-1354-ntsb-aar1402,1354|ntsb|ups,aar1402|other|txt-074|ups-1354-ntsb-aar1402,DUPLICATE_PATH_SHARED,HIGH,Resolve alias ownership before gate-prep
TXT-069,UPS6-CAA-UK-MIRROR,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/NEW50-35__2013__GCAA-UAE__Boeing-747-44AF__UPS6-CAA-UK-mirror.txt,YES,781725,12202,caa|mirror|other|txt-069|ups6|ups6-caa-uk-mirror,,caa|mirror|other|txt-069|ups6|ups6-caa-uk-mirror,WRONG_EVENT_SUSPECTED,HIGH,Potential misattribution; run manual header check
TXT-025,US-AIRWAYS-1549,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/39__2010__NTSB-USA__Airbus-A320-214__Aircraft-Accident-Report-AAR-10-03-US-Airwa.txt,YES,507509,9371,1549|aar-10-03|airways|other|txt-025|us-airways-1549,1549|airways,aar-10-03|other|txt-025|us-airways-1549,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-025,US-AIRWAYS-1549,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-15__2010__NTSB-USA__Airbus-A320-214__US-Airways-Flight-1549-A320-214-Ditching-Hu.txt,YES,507509,9371,1549|airways|other|txt-025|us-airways-1549,1549|airways,other|txt-025|us-airways-1549,PATH_CONFIRMED_WITH_CAUTION,MEDIUM,Keep caution and manual sample review
TXT-014,USAIR-FLIGHT-1493-RUNWAY-COLLISION-NTSB-AAR,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/48__1991__NTSB-USA__B737-300-SA-227-AC__USAir-Flight-1493-Runway-Collision-NTSB-AAR.txt,YES,445868,6676,1493|aar|collision|ntsb|other|runway|txt-014|usair|usair-flight-1493-runway-collision-ntsb-aar,1493|collision|ntsb|runway|usair,aar|other|txt-014|usair-flight-1493-runway-collision-ntsb-aar,PATH_CONFIRMED,LOW,Path integrity looks consistent
TXT-034,USAIR-FLIGHT-427-LOSS-OF-CONTROL-BOEING-73,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-2__1999__NTSB-USA__Boeing-737-300__USAir-Flight-427-Loss-of-Control-Boeing-73.txt,YES,1143939,18687,427|boeing|other|txt-034|usair|usair-flight-427-loss-of-control-boeing-73,427|boeing|other|usair,txt-034|usair-flight-427-loss-of-control-boeing-73,PATH_CONFIRMED,LOW,Path integrity looks consistent
