candidateId,originalCandidateId,officialReportTitle,agency,year,aircraft,operationType,officialUrl,whyUsefulForSERA,factualDataAvailable,likelyHumanFactorAxis,sourceConfidence,notes,downloadStatus,finalUrl,contentType,localFile,txtFile,fileSizeBytes,sha256,textExtractionStatus,notesArchive
NEW50-29,29,Sikorsky S-76A+ offshore CFIT – Gulf of Mexico 2004 (NTSB SEA04MA167),NTSB (USA),2006,Sikorsky S-76A+,Offshore oil support,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/54524/pdf,"CFIT de S-76 em aproximação offshore noturna com questões de SA, referência visual limitada e uso de AFCS.","Relatório NTSB com dados de FDR-equivalente, meteorologia e timeline de aproximação.",Approach/attitude SA; objetivo de pousar em plataforma/helideck; ações de controle e modo automático.,HIGH,Complementa os casos europeus de S-76/EC225 como amostra offshore global.,DOWNLOADED,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/54524/pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-29__2006__NTSB-USA__Sikorsky-S-76A__Sikorsky-S-76A-offshore-CFIT-Gulf-of-Mexic.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-29__2006__NTSB-USA__Sikorsky-S-76A__Sikorsky-S-76A-offshore-CFIT-Gulf-of-Mexic.txt,774478,c33af6395467950acce76c4f93de2414124e3ec46af5ba2c5c4a16a62311635d,TXT_EXTRACTED,
NEW50-30,30,Eurocopter EC130 B4 Grand Canyon air tour 2018 (NTSB WPR18MA087),NTSB (USA),2021,Eurocopter EC130 B4,Part 135 air tour,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/96722/pdf,"Tour em ambiente de vento/terreno complexos com perda de controle, bom para SA ambiental, decisão de aproximação e envelope de manobra.","Dados de voo, meteorologia local e sequência final de atitudes/velocidades.",Environmental SA; objetivo de manter perfil turístico; ações de controle em baixa altura e curva.,HIGH,Bom rotorcraft “não-offshore” para comparação com offshore.,DOWNLOADED,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/96722/pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-30__2021__NTSB-USA__Eurocopter-EC130-B4__Eurocopter-EC130-B4-Grand-Canyon-air-tour-201.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-30__2021__NTSB-USA__Eurocopter-EC130-B4__Eurocopter-EC130-B4-Grand-Canyon-air-tour-201.txt,6264907,7200066df8d373e977a230518f622c126e9f01c84ccc978b78cfcb9f64a41b36,TXT_EXTRACTED,
NEW50-31,31,"Helicopter EMS S-76B – Night CFIT during EMS mission (NTSB accident report, e.g. NTSB AAR-06/02-like EMS case)",NTSB (USA),2000,Sikorsky S-76B,HEMS Part 135,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/54559/pdf,"Missão EMS noturna com CFIT/controle em condições visuais degradadas, envolvendo tomada de decisão em condições IFR marginais sem IFR full capability.","Factual NTSB com dados de radar/localização, meteorologia e comportamento do piloto.",Environmental/attitude SA; objetivo de completar evacuação; ações de rota/altitude e uso de instrumentos.,MEDIUM,"Precisa de verificação manual de evento específico, mas é candidato EMS rotorcraft típico.",DOWNLOADED,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/54559/pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-31__2000__NTSB-USA__Sikorsky-S-76B__Helicopter-EMS-S-76B-Night-CFIT-during-EMS.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-31__2000__NTSB-USA__Sikorsky-S-76B__Helicopter-EMS-S-76B-Night-CFIT-during-EMS.txt,778139,7f00e9f92d08aec73e94184cc9e984e8eb32280fc78c3895104d37a678458927,TXT_EXTRACTED,
NEW50-32,32,AS350 B3e F-GMPC – Mont Blanc 2013 (BEA France mountain rescue accident),BEA France,2014,Airbus AS350 B3e,Mountain rescue helicopter,https://bea.aero/en/investigation-reports/notified-events/detail/accident-on-23082013-in-chamonix-haute-savoie-to-the-helicopter-registered-f-gmpc/,"Acidente de helicóptero de resgate em ambiente de montanha, com forte componente de vento, peso/centro de gravidade e decisão de operação em encosta.","Relatório BEA com sequências de manobra, dados de ambiente e descrição de decisões do piloto.",Environmental/attitude SA; objetivo de completar resgate; ações de potência e proximidade de terreno.,HIGH,Bom para SERA em operações especiais (montanha).,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: Not Found
NEW50-33,33,"ATR 72-212A EP-ATS – Loss of control near Shiraz 2018 (Iran AIB, automation/icing-related)",Iran AIB,2020,ATR 72-212A,Domestic passenger,https://reports.aviation-safety.net/2018/20180218-0_AT72_EP-ATS.pdf,"Caso ATR com gelo/automação e perda de controle em subida, útil para HF em detecção de gelo severo e gestão de modos de piloto automático.","Dados FDR, meteorologia e timeline de perda de controle.","Environmental/automation SA; objetivo de continuar subida; ações de anti-ice, modos e atitude.",MEDIUM,"Precisa de revisão manual, mas segue padrão AE4184/Simmons.",DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,"URLError: [Errno 8] nodename nor servname provided, or not known"
NEW50-34,34,Air France A320-111 F-GFKC – Habsheim airshow accident 1988 (French judicial/technical report),BEA/technical commission France,1989,Airbus A320-111,Demonstration flight,https://skybrary.aero/bookshelf/1123.pdf,"Baixo passe de demonstração em perfil de baixa altura/baixa velocidade com automação envolvida; bom para discutir limites de envelope, proteção de flight envelope e intenção do piloto.","Dados de voo limitados mas há reconstrução de perfil, filmagens e análises técnicas.","Envelope/SA; objetivo de demonstrar capacidades da aeronave; ações de configuração, altitude e antecipação de climb.",MEDIUM,Interessante para SERA em contextos não comerciais (airshow/demonstração).,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 403: Forbidden
NEW50-35,35,"UPS Airlines Flight 6 – Boeing 747-44AF N571UP, fire and crash near Dubai 2010 (GCAA UAE)",GCAA UAE,2013,Boeing 747-44AF,International cargo,https://www.gcaa.gov.ae/en/ePublication/admin/iradmin/Lists/Accident%20Reports/Attachments/40/UPS6%20Final%20Accident%20Report.pdf,"Incêndio em carga de baterias de lítio, forte em HF de smoke, máscara/comunicação, coordenação ATC e decisão de rota/altitude sob degradação rápida.","FDR/CVR, timeline de alarmes de fumaça, condições de cockpit e performance.","Failure/SA; objetivo de alternar com aeronave degradada; ações de checklist, mascaramento e navegação.",HIGH,Bom caso de carga/risco químico com forte camada HF.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 404: NOT FOUND
NEW50-36,36,Asiana Cargo Flight 991 – Boeing 747-400F HL7604 fire and crash near Jeju 2011 (MOCT Korea),MOCT Korea,2014,Boeing 747-400F,International cargo,https://www.molit.go.kr/USR/policyTarget/m_33220/dtl.jsp?id=373,"Incêndio em carga com perda gradual de controle, forte para comunicação com ATC, SA de posição e execução de retorno de emergência.","Dados de radar, CVR parciais e reconstrução de trajetória com informações de fogo/fumaça.",Failure/SA; objetivo de retorno; ações de rota/altitude e comunicações.,MEDIUM,Complementa UPS 6 em temática de fogo em carga.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,URLError: [Errno 54] Connection reset by peer
NEW50-37,37,Air transportation safety investigation report A20Q0015 – CFIT in GA/Commercial ops (TSB Canada),TSB Canada,2021,Small aircraft/helicopter (ver TSB para tipo exato),Commercial/GA,https://tsb.gc.ca/sites/default/files/rapports-reports/aviation/a20q0015/eng/a20q0015.pdf,TSB recente com CFIT em voo VFR com decisão de continuar em terreno elevado/meteorologia marginal; bom para SA e decisão de rota.,"Factual com perfil de voo, meteorologia e fatores de decisão do piloto.",Environmental SA; objetivo de manter rota direta; ações de altitude/rota.,MEDIUM,Boa fonte adicional de HF em pequena escala.,DOWNLOADED,https://tsb.gc.ca/sites/default/files/rapports-reports/aviation/a20q0015/eng/a20q0015.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-37__2021__TSB-Canada__Small-aircraft-helicopter-ver-TSB-para-tipo-exato__Air-transportation-safety-investigation-repor.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-37__2021__TSB-Canada__Small-aircraft-helicopter-ver-TSB-para-tipo-exato__Air-transportation-safety-investigation-repor.txt,1460354,defee3b77f8e2cbbb32cc225680022beb3205b40f067a1549e0f357c727d5b93,TXT_EXTRACTED,
NEW50-38,38,"Learjet 35A N47BA – CFIT near Aberdeen SD 1999 (NTSB, depressurization/crew incapacitation)",NTSB (USA),2000,Learjet 35A,Part 91 business jet,https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR0002.pdf,"Perda de pressurização com tripulação incapacitada, voo em piloto automático até combustível acabar; útil para HF em monitoramento de pressurização e resposta inicial.","FDR/CVR, radar track e dados de pressurização.",Systems/SA; objetivo de continuar subida; ações (ou falta delas) frente a alertas e sintomas.,HIGH,Complementa Helios como caso de incapacitação.,DOWNLOADED,https://www.ntsb.gov/investigations/AccidentReports/Reports/AAR0002.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,6922000,9c4b12ceb8adb5938f65836c2f09cae6eac0485ef8bbdfdd875c1271c651b1d4,TXT_EXTRACTED,
NEW50-39,39,DHL Airbus A300B4-203F OO-DLL – Missile strike and emergency landing Baghdad 2003 (Iraqi CAA/BEA),Iraqi CAA/BEA,2004,Airbus A300B4-203F,Cargo,https://skybrary.aero/bookshelf/2257.pdf,"Após impacto de míssil e perda de hidráulicos, tripulação usa diferencial de potência para pouso de emergência; bom para SA, coordenação e controle não convencional.","Factual com danos, desempenho e timeline da manobra até o pouso.",Emergency SA; objetivo modificado para pouso de sobrevivência; ações de potência assimétrica.,HIGH,Ótimo “good outcome” para SERA em emergências extremas.,DOWNLOAD_FAILED,,,,,,,NOT_ATTEMPTED,HTTPError 403: Forbidden
NEW50-41,41,"Sikorsky S-61N G-BEON – British Airways Helicopters Flight 5918, near St Mary’s, Isles of Scilly 1983 (AAIB Report 8/1984)",AAIB UK,1984,Sikorsky S-61N,Offshore/islands passenger shuttle,https://www.gov.uk/aaib-reports/8-1984-sikorsky-s-61n-g-beon-16-july-1983,"Voo de helicóptero com perda de altitude inadvertida em baixa altura sobre o mar, em visibilidade reduzida; excelente para SA vertical, monitoramento de instrumentos e políticas de altura mínima.","Relatório AAIB com descrição factual detalhada, dados de altura/rota, meteorologia e fatores de monitoração de instrumentos.",Altitude/SA; objetivo de manter voo baixo VFR; ações/omissões de monitorização de altitude e uso de avisos de altura.,HIGH,Caso histórico que influenciou requisitos de alertas audíveis de altura em helicópteros de passageiros offshore.,DOWNLOADED,https://www.gov.uk/aaib-reports/8-1984-sikorsky-s-61n-g-beon-16-july-1983,text/html; charset=utf-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-41__1984__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEON-British-Airways-Helic.html,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-41__1984__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEON-British-Airways-Helic.txt,66977,0bf9a519290db7ddc18d0216de290454e0114be440239e6da462c3de6d4498de,TXT_EXTRACTED,
NEW50-42,42,"Sikorsky S-61N G-BEWL – Brent Spar, East Shetland Basin 1990 (AAIB Report 2/1991)",AAIB UK,1991,Sikorsky S-61N,Offshore platform shuttle,https://www.gov.uk/aaib-reports/2-1991-sikorsky-s-61n-g-bewl-25-july-1990,"Acidente em helideck de plataforma (Brent Spar) envolvendo aproximação/aterragem offshore em condições desafiadoras; útil para SA de helideck, vento e procedimentos de aproximação em plataformas.","Relatório com descrição de aproximação, vento, perfil vertical e interações com helideck/instalação.","Approach/helideck SA; objetivo de pousar em estrutura pequena; ações de controle, correções e go-around (ou falta).",HIGH,Bom para SERA em operações de helideck do Mar do Norte.,DOWNLOADED,https://www.gov.uk/aaib-reports/2-1991-sikorsky-s-61n-g-bewl-25-july-1990,text/html; charset=utf-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-42__1991__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEWL-Brent-Spar-East-Shet.html,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-42__1991__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEWL-Brent-Spar-East-Shet.txt,66709,84e6a865ce765f3aadb4e615e70cb4740d758cbe603509f7dc694308e55510ea,TXT_EXTRACTED,
NEW50-43,43,Sikorsky S-61N G-ASNL – offshore accident 11 March 1983 (AAIB Report),AAIB UK,1983,Sikorsky S-61N,Offshore support,https://www.gov.uk/aaib-reports/sikorsky-s61n-g-asnl-11-march-1983,"Acidente de S-61N em operação offshore com forte foco em manutenção, inspeções pré-voo e resposta a anomalias; útil para eixo organizacional da SERA.","Relatório com factual de manutenção, histórico de voos e circunstâncias da decolagem/voo.","System/SA; objetivo de operar helicóptero “rotineiro”; ações de inspeção, reação a vibrações ou anomalias.",MEDIUM,"Menos centrado em automação, mais em manutenção/SOP, mas importante para contexto offshore histórico.",DOWNLOADED,https://www.gov.uk/aaib-reports/sikorsky-s61n-g-asnl-11-march-1983,text/html; charset=utf-8,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.html,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.txt,64840,6c391064bfb7d533c2d778dbef839a50519e22cb2a1c7885e5047bc1d9e6dcfb,TXT_EXTRACTED,
NEW50-44,44,"Helikopter Service Flight 451 – Eurocopter AS332 L1 Super Puma LN-OPG, Norwegian Sea 1997 (AAIB/N Report 4/2001)",AIBN Norway,2001,Eurocopter AS332 L1 Super Puma,Offshore transport to Norne FPSO,https://havarikommisjonen.no/ln_ocf_eng_rev-pdf?pid=Native-ContentFile-File&attach=1,"Falha por fadiga em componente de transmissão com separação de rotor e perda total de controle; rico em HUMS, manutenção e regulação de offshores.","Relatório AIBN/N com análise de HUMS, histórico de falhas, exames metalúrgicos e sequências de voos.",Failure/SA (organizacional); objetivo de operação segura; ações de monitoramento de HUMS e manutenção.,HIGH,Referência em HUMS e gestão de risco estrutural em helicópteros offshore.,DOWNLOADED,https://havarikommisjonen.no/ln_ocf_eng_rev-pdf?pid=Native-ContentFile-File&attach=1,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.txt,810460,3c0fdb5a5ef92cf5a34df06b162740a5cd600df4102d68972c81402f05612813,TXT_EXTRACTED,
NEW50-46,46,RL 2020:06e – Helicopter emergency medical services accident (SHK Sweden),SHK Sweden,2020,EC135/H145-class EMS helicopter,HEMS,https://shk.se/download/18.2d6f089b18faca29dc817b62/1700127188268/RL2020_06e-Final-report.pdf,"Acidente EMS com foco em decisão de voo em condições meteorológicas marginais, procedimentos de HEMS e coordenação com serviços médicos.","Relatório SHK com factual estruturado 1.x, timeline de missão e fatores de decisão.","Environmental/mission SA; objetivo de completar evacuação; ações de decolagem, rota e retorno.",HIGH,Bom para SERA em HEMS europeu moderno.,DOWNLOADED,https://shk.se/download/18.2d6f089b18faca29dc817b62/1700127188268/RL2020_06e-Final-report.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.txt,1660788,d3e453ab25e23fbb1c3d83993b538a084215c71b2be0f7e7580e4749551dfbb5,TXT_EXTRACTED,
NEW50-47,47,RL 2022:06e – Helicopter accident Sweden (SHK Sweden),SHK Sweden,2022,Light helicopter (see report),Training/GA/utility,https://shk.se/download/18.2d6f089b18faca29dc816239/1700043996645/RL2022_06e-Final-report.pdf,"Acidente de helicóptero com foco em decisões de treinamento, avaliação de risco e performance do piloto.",Relatório com seções factuais completas e análise de fatores humanos.,Training/SA; objetivo de cumprir exercício; ações de manobra/configuração.,MEDIUM,"Candidato para HF em treinamento rotorcraft, a refinar ao ler o relatório.",DOWNLOADED,https://shk.se/download/18.2d6f089b18faca29dc816239/1700043996645/RL2022_06e-Final-report.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.txt,2101011,ecc9aee1e3f02987408a06e75702dd4d4c0a2284759932ff2138680174a79a03,TXT_EXTRACTED,
NEW50-48,48,SHK 2023:10e – Helicopter accident at Enköping/Långtora Airfield 2023 (SHK Sweden),SHK Sweden,2023,Light/utility helicopter,GA/training,https://shk.se/download/18.2d6f089b18faca29dc818aee/1700042797225/SHK-2023_10e-Final-report.pdf,"Acidente recente com detalhamento de sequência temporal e fatores de pilotagem, bom para SERA em contexto de pequena escala.","Relatório com reconstrução de fase final, decisões e controles.",Attitude/SA; objetivo de pousar/decolar; ações de controle e resposta a anomalias.,MEDIUM,Complemento para diversidade de tipos/operadores em HF rotorcraft.,DOWNLOADED,https://shk.se/download/18.2d6f089b18faca29dc818aee/1700042797225/SHK-2023_10e-Final-report.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.txt,1561344,8fb55b99e9477674970f9e6210796c4a512e673d44777a61031dac6d3d66c3fa,TXT_EXTRACTED,
NEW50-49,49,SHK 2025:18e – Helicopter accident Sweden (automation/IMC focus),SHK Sweden,2025,Helicopter (likely EC-series),Commercial/HEMS/utility,https://shk.se/download/18.5311c6d519a17d8120a703/1763032588724/SHK%202025_18e%20Final%20report.pdf,Relatório SHK com foco em perda de referências e possível interação com automação; candidato forte para SERA após leitura detalhada.,"PDF com factual completo (em sueco/inglês), incluindo cronologia e fatores humanos.",Environmental/automation SA; objetivo de voar perfil normal; ações de AFCS e controle em IMC.,MEDIUM,"Requer análise textual para refinar campos, mas é evento real bem documentado.",DOWNLOADED,https://shk.se/download/18.5311c6d519a17d8120a703/1763032588724/SHK%202025_18e%20Final%20report.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-49__2025__SHK-Sweden__Helicopter-likely-EC-series__SHK-2025-18e-Helicopter-accident-Sweden-au.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-49__2025__SHK-Sweden__Helicopter-likely-EC-series__SHK-2025-18e-Helicopter-accident-Sweden-au.txt,1282286,26f3e49b02869f6cd41d63a317a1f7faaa85398edda0037ae71afe449c2a08e7,TXT_EXTRACTED,
NEW50-50,50,Accident with a helicopter at Enköping/Långtora Airport – SHK Sweden technical report,SHK Sweden,2025,Light helicopter,GA/training,https://shk.se/download/18.5311c6d519a17d8120a701/1763032226067/SHK%202025_18e%20Final%20report.pdf,"Documento técnico relacionado a acidente de helicóptero em Långtora, com dados que podem complementar o relatório principal para extração automática de timeline.",Factual técnico com detalhes adicionais sobre danos e ambiente.,Meta-eixo: suporte à extração automática de fatos para SERA.,LOW,Pode ser depois deduplicado se você preferir 1:1 com ocorrências; deixei explícito como documento complementar.,DOWNLOADED,https://shk.se/download/18.5311c6d519a17d8120a701/1763032226067/SHK%202025_18e%20Final%20report.pdf,application/pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-50__2025__SHK-Sweden__Light-helicopter__Accident-with-a-helicopter-at-Enköping-Långto.pdf,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-50__2025__SHK-Sweden__Light-helicopter__Accident-with-a-helicopter-at-Enköping-Långto.txt,1282286,26f3e49b02869f6cd41d63a317a1f7faaa85398edda0037ae71afe449c2a08e7,TXT_EXTRACTED,
