inventoryId,sourcePath,sourceFileName,sourceExtension,sourceBucket,sourceType,trackedStatus,probableEventKey,probableAgency,probableYear,probableAircraftOrOperation,sourceQuality,eventTypeHypothesis,escapePointClarity,actorClarity,multiActorPotential,negativeControlPotential,likelyCoverageP,likelyCoverageO,likelyCoverageA,evidenceGaps,status,notes
A4R178-INV-0001,docs/sera-vnext/SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,md,TRACKER_OR_INDEX,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,SERA-ENGINE-VNEXT-A4R106-NODE-EVIDENCE-MATRIX-A4R107-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,LOW,TRACKER_OR_MATRIX,NOT_ASSESSED,NOT_ASSESSED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0105,docs/sera-vnext/real-event-adjudications-batch-2/REAL-EVENT-BATCH2-ADJUDICATION-007.md,REAL-EVENT-BATCH2-ADJUDICATION-007.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-ADJUDICATION-007,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0106,docs/sera-vnext/real-event-adjudications-batch-2/REAL-EVENT-BATCH2-ADJUDICATION-008.md,REAL-EVENT-BATCH2-ADJUDICATION-008.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-ADJUDICATION-008,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0107,docs/sera-vnext/real-event-adjudications-batch-2/REAL-EVENT-BATCH2-ADJUDICATION-009.md,REAL-EVENT-BATCH2-ADJUDICATION-009.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-ADJUDICATION-009,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0108,docs/sera-vnext/real-event-adjudications-batch-2/REAL-EVENT-BATCH2-ADJUDICATION-010.md,REAL-EVENT-BATCH2-ADJUDICATION-010.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-ADJUDICATION-010,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0109,docs/sera-vnext/real-event-adjudications-batch-3/BATCH_3_ADJUDICATION_TRACKER_A4R77_v0.2.0.md,BATCH_3_ADJUDICATION_TRACKER_A4R77_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,BATCH-3-ADJUDICATION-TRACKER-A4R77-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0110,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-001.md,REAL-EVENT-BATCH3-ADJUDICATION-001.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-001,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0111,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-002.md,REAL-EVENT-BATCH3-ADJUDICATION-002.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-002,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0112,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-003.md,REAL-EVENT-BATCH3-ADJUDICATION-003.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-003,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0113,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-004.md,REAL-EVENT-BATCH3-ADJUDICATION-004.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-004,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0114,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-005.md,REAL-EVENT-BATCH3-ADJUDICATION-005.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-005,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0115,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-006.md,REAL-EVENT-BATCH3-ADJUDICATION-006.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-006,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0116,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-007.md,REAL-EVENT-BATCH3-ADJUDICATION-007.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-007,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0117,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-008.md,REAL-EVENT-BATCH3-ADJUDICATION-008.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-008,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0118,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-009.md,REAL-EVENT-BATCH3-ADJUDICATION-009.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-009,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0119,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-010.md,REAL-EVENT-BATCH3-ADJUDICATION-010.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-010,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0120,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-011.md,REAL-EVENT-BATCH3-ADJUDICATION-011.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-011,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0121,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-012.md,REAL-EVENT-BATCH3-ADJUDICATION-012.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-012,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0122,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-013.md,REAL-EVENT-BATCH3-ADJUDICATION-013.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-013,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0123,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-014.md,REAL-EVENT-BATCH3-ADJUDICATION-014.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-014,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0124,docs/sera-vnext/real-event-adjudications-batch-3/REAL-EVENT-BATCH3-ADJUDICATION-015.md,REAL-EVENT-BATCH3-ADJUDICATION-015.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH3-ADJUDICATION-015,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,ADJUDICATION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0125,docs/sera-vnext/real-event-escape-point-reaudit/GLOBAL_ESCAPE_POINT_REAUDIT_TRACKER_A4R126_v0.2.0.md,GLOBAL_ESCAPE_POINT_REAUDIT_TRACKER_A4R126_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,GLOBAL-ESCAPE-POINT-REAUDIT-TRACKER-A4R126-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,TRACKER_OR_MATRIX,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0126,docs/sera-vnext/real-event-escape-point-reaudit/POST_A4R126_RECOVERY_QUEUE_A4R127_v0.2.0.md,POST_A4R126_RECOVERY_QUEUE_A4R127_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,POST-A4R126-RECOVERY-QUEUE-A4R127-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EVENT_OR_METADATA,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0127,docs/sera-vnext/real-event-escape-point-reaudit/QUEUE_A_P0_WHEN_RECOVERY_TRACKER_A4R128_v0.2.0.md,QUEUE_A_P0_WHEN_RECOVERY_TRACKER_A4R128_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,QUEUE-A-P0-WHEN-RECOVERY-TRACKER-A4R128-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,TRACKER_OR_MATRIX,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0128,docs/sera-vnext/real-event-escape-point-reaudit/QUEUE_B_P0_FULL_REBUILD_TRACKER_A4R130_v0.2.0.md,QUEUE_B_P0_FULL_REBUILD_TRACKER_A4R130_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,QUEUE-B-P0-FULL-REBUILD-TRACKER-A4R130-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,TRACKER_OR_MATRIX,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0129,docs/sera-vnext/real-event-escape-point-reaudit/QUEUE_B_P0_POA_REVIEW_TRACKER_A4R129_v0.2.0.md,QUEUE_B_P0_POA_REVIEW_TRACKER_A4R129_v0.2.0.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,QUEUE-B-P0-POA-REVIEW-TRACKER-A4R129-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,TRACKER_OR_MATRIX,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0130,docs/sera-vnext/real-event-extractions/REAL-EVENT-EXTRACTION-001.md,REAL-EVENT-EXTRACTION-001.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-EXTRACTION-001,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0131,docs/sera-vnext/real-event-extractions/REAL-EVENT-EXTRACTION-002.md,REAL-EVENT-EXTRACTION-002.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-EXTRACTION-002,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0132,docs/sera-vnext/real-event-extractions/REAL-EVENT-EXTRACTION-003.md,REAL-EVENT-EXTRACTION-003.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-EXTRACTION-003,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0133,docs/sera-vnext/real-event-extractions/REAL-EVENT-EXTRACTION-004.md,REAL-EVENT-EXTRACTION-004.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-EXTRACTION-004,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0134,docs/sera-vnext/real-event-extractions/REAL-EVENT-EXTRACTION-005.md,REAL-EVENT-EXTRACTION-005.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-EXTRACTION-005,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0135,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-001.md,REAL-EVENT-BATCH2-EXTRACTION-001.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-001,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0136,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-002.md,REAL-EVENT-BATCH2-EXTRACTION-002.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-002,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0137,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-003.md,REAL-EVENT-BATCH2-EXTRACTION-003.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-003,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0138,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-004.md,REAL-EVENT-BATCH2-EXTRACTION-004.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-004,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0139,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-005.md,REAL-EVENT-BATCH2-EXTRACTION-005.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-005,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0140,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-006.md,REAL-EVENT-BATCH2-EXTRACTION-006.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-006,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0141,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-007.md,REAL-EVENT-BATCH2-EXTRACTION-007.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-007,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0142,docs/sera-vnext/real-event-extractions-batch-2/REAL-EVENT-BATCH2-EXTRACTION-008.md,REAL-EVENT-BATCH2-EXTRACTION-008.md,md,REAL_EVENT_EXTRACTION,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,REAL-EVENT-BATCH2-EXTRACTION-008,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,EXTRACTION_ARTIFACT,PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,POTENTIAL_DIRECT,POTENTIAL_DIRECT,POTENTIAL_DIRECT,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
