eventId,eventName,priorLocalTxtPath,correctedLocalTxtPath,priorStatus,correctedStatus,correctionType,sourceConfidenceAfterCorrection,usableForFutureGatePrep,usableForFutureNegativeControl,blocksFuturePOA,reason,evidenceFromA4R157,requiredNextAction
BS211-Q400,BS211-Q400,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.txt,OFFICIAL_TEXT_RECOVERED_NO_DIRECT_PDF,VALID_WITH_CAUTION,SOURCE_CHAIN_CAUTION,MEDIUM,NO,NO,YES,Official text recovered but no direct official PDF,A4R156_BLOCKER_UPDATE_BS211,Maintain caution lane; continue official PDF recovery
QF72,QANTAS-QF72,,,DOWNLOAD_TIMEOUT_ATSB_FINAL_REPORT,BLOCKED_SOURCE_RECOVERY_REQUIRED,SOURCE_RECOVERY_BLOCK,LOW,NO,NO,YES,Automated ATSB final report download still blocked,A4R156_BLOCKER_UPDATE_QF72,Manual official retrieval required before any use
DELTA-191,DELTA-191,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/40__1986__NTSB-USA__Lockheed-L-1011-385-1__NTSB-AAR-86-05-Delta-191.txt,OCR_IMPROVED_USABLE,VALID_WITH_CAUTION,OCR_RECOVERY_CAUTION,MEDIUM,NO,YES_WITH_CAUTION,YES,OCR improved and usable with artifact caution,A4R156_BLOCKER_UPDATE_DELTA,Allow negative control with OCR caution annotation
TUROY-EC225,TUROY-EC225,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/18__2018__AIBN-Norway__Airbus-EC225-LP__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-Norw.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/18__2018__AIBN-Norway__Airbus-EC225-LP__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-Norw.txt,READY,VALID_WITH_CAUTION,SOURCE_CHAIN_NOTE,HIGH,YES_WITH_CAUTION,YES_WITH_CAUTION,YES,Full report recovered via official mirror with source-chain note,A4R156_BLOCKER_UPDATE_TUROY,Preserve source-chain note during future use
COMAIR-5191,COMAIR-5191,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/COMAIR-5191-NTSB-AAR0705.txt,docs/sera-vnext/source-corpus/official-reports/a4r105-curated-txt/COMAIR-5191-NTSB-AAR0705.txt,PATH_CONFIRMED,VALID_CONFIRMED,SMALL_BATCH_AUTH,HIGH,YES,NO,YES,Path confirmed in A4R157,A4R157_SMALL_BATCH,Eligible for future gate-prep authorization
COLGAN-3407,COLGAN-3407,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/1__2010__NTSB-USA__DHC-8-402-Q400__Loss-of-Control-on-Approach-Colgan-Air-Conti.txt,DUPLICATE_PATH_SHARED,VALID_WITH_CAUTION,SMALL_BATCH_ALIAS_CAUTION,MEDIUM,YES_WITH_CAUTION,NO,YES,Alias collision normalized by overlay ownership rule,A4R157_SMALL_BATCH,Use canonical ownership only
EXECUFLIGHT-1526,EXECUFLIGHT-1526,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/32__2016__NTSB-USA__Hawker-HS-125-700A__Crash-During-Nonprecision-Instrument-Approach.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/32__2016__NTSB-USA__Hawker-HS-125-700A__Crash-During-Nonprecision-Instrument-Approach.txt,DUPLICATE_PATH_SHARED,VALID_WITH_CAUTION,SMALL_BATCH_ALIAS_CAUTION,MEDIUM,YES_WITH_CAUTION,NO,YES,Duplicate ownership controlled by overlay,A4R157_SMALL_BATCH,Use canonical path with alias lock
HELIOS-522,HELIOS-522,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-3__2006__AAIASB-Greece__Boeing-737-31S__Accident-Report-11-2006-Helios-Airways-Flig.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-3__2006__AAIASB-Greece__Boeing-737-31S__Accident-Report-11-2006-Helios-Airways-Flig.txt,PATH_CONFIRMED,VALID_WITH_CAUTION,SMALL_BATCH_SOURCE_CAUTION,MEDIUM,YES_WITH_CAUTION,NO,YES,Source/link reconfirmation caution remains,A4R157_SMALL_BATCH,Keep caution tag in any future gate step
US-AIRWAYS-1549,US-AIRWAYS-1549,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/39__2010__NTSB-USA__Airbus-A320-214__Aircraft-Accident-Report-AAR-10-03-US-Airwa.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/39__2010__NTSB-USA__Airbus-A320-214__Aircraft-Accident-Report-AAR-10-03-US-Airwa.txt,PATH_CONFIRMED_WITH_CAUTION,VALID_WITH_CAUTION,SMALL_BATCH_DUPLICATE_COPY_CAUTION,MEDIUM,YES_WITH_CAUTION,YES,YES,Usable with duplicate-copy caution controls,A4R157_SMALL_BATCH,Maintain canonical path and caution note
EC225-G-REDW/G-CHCN,EC225-G-REDW/G-CHCN,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/15__2014__AAIB-UK__Eurocopter-EC225-LP__Aircraft-Accident-Report-AAR-2-2014-EC225-L.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-full-pool-txt/15__2014__AAIB-UK__Eurocopter-EC225-LP__Aircraft-Accident-Report-AAR-2-2014-EC225-L.txt,DUPLICATE_PATH_SHARED,VALID_WITH_CAUTION,NEGATIVE_CONTROL_ALIAS_CAUTION,MEDIUM,NO,YES_WITH_CAUTION,YES,Source ready but duplicate lane needs canonical ownership,A4R157_HIGH_RISK_PLUS_A4R156_NEGCTRL,Use as negative control with duplicate caution
COUGAR-A09A0016,COUGAR-A09A0016,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/34__2011__TSB-Canada__Sikorsky-S-92A__TSB-A09A0016-Cougar-S-92A.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-recovered-pool-txt/34__2011__TSB-Canada__Sikorsky-S-92A__TSB-A09A0016-Cougar-S-92A.txt,DUPLICATE_PATH_SHARED,VALID_WITH_CAUTION,NEGATIVE_CONTROL_ALIAS_CAUTION,MEDIUM,NO,YES_WITH_CAUTION,YES,Source ready with duplicate ownership caution,A4R157_HIGH_RISK_PLUS_A4R156_NEGCTRL,Use as negative control with caution
QF32,QF32,,,PATH_MISSING_IN_REGISTRY,EXTERNAL_ONLY_PENDING,SOURCE_RECOVERY_OR_MAPPING_PENDING,LOW,NO,SOURCE_RECOVERY_REQUIRED,YES,External/source lane exists but normalized local registry mapping remains pending,A4R157_SMALL_BATCH_AUX,Complete normalized local mapping before use
AF66,AF66,,,PATH_MISSING_IN_REGISTRY,EXTERNAL_ONLY_PENDING,SOURCE_RECOVERY_OR_MAPPING_PENDING,LOW,NO,SOURCE_RECOVERY_REQUIRED,YES,Local-only extraction exists but not normalized in integrated registry surface,A4R157_SMALL_BATCH_AUX,Complete normalized local mapping before use
LEARJET-35A/N47BA,LEARJET-35A/N47BA,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,PATH_CONFIRMED_WITH_CAUTION,MANUAL_REVIEW_REQUIRED,FUTURE_CANDIDATE_REVIEW,LOW,NO,NOT_NOW,YES,Future candidate lane requires dedicated manual integrity review,A4R156_NEGCTRL_FUTURE_CANDIDATE,Keep future-candidate status
